"Kod";"Nazwa";"gospodarstwa domowe objęte badaniem;1999;[gosp.]";"gospodarstwa domowe objęte badaniem;2000;[gosp.]";"gospodarstwa domowe objęte badaniem;2001;[gosp.]";"gospodarstwa domowe objęte badaniem;2002;[gosp.]";"gospodarstwa domowe objęte badaniem;2003;[gosp.]";"gospodarstwa domowe objęte badaniem;2004;[gosp.]";"gospodarstwa domowe objęte badaniem;2005;[gosp.]";"gospodarstwa domowe objęte badaniem;2006;[gosp.]";"gospodarstwa domowe objęte badaniem;2007;[gosp.]";"gospodarstwa domowe objęte badaniem;2008;[gosp.]";"gospodarstwa domowe objęte badaniem;2009;[gosp.]";"gospodarstwa domowe objęte badaniem;2010;[gosp.]";"gospodarstwa domowe objęte badaniem;2011;[gosp.]";"gospodarstwa domowe objęte badaniem;2012;[gosp.]";"gospodarstwa domowe objęte badaniem;2013;[gosp.]";"gospodarstwa domowe objęte badaniem;2014;[gosp.]";"gospodarstwa domowe objęte badaniem;2015;[gosp.]";"gospodarstwa domowe objęte badaniem;2016;[gosp.]";"gospodarstwa domowe objęte badaniem;2017;[gosp.]";"gospodarstwa domowe objęte badaniem;2018;[gosp.]";
0200000;"DOLNOŚLĄSKIE";2489;2465;2582;2640;2669;2670;2820;2955;2939;2944;2939;2950;2930;2961;2978;2984;2935;2899;2875;2859;
